ID,SkillName,NameEffectID,SkillDesc,SkillType,Pr,Lv,clipname,effectTime,NumTime,BeattackclipTime,BeattackEffectTime,CastEffectAssetID,EffectAssetID,BeAttackAssetID,resIconName,GloAction,GloCondition,Actions,Conditions,ImpactPropType,ImpactPropNum,LevelUpNeedItem
2381,全体回复术等级8,505,回复一侧全体回复力的[ff6000]184%[-]，70级可用。并且需要进阶为2转职业等级。,SKT_Active,932400,8,,0.1,0.5,0.5,0.5,77,10,-1,chaobuIcon_icon,"skill_buxue_quanti_8(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2381,全体回复术等级9,505,回复一侧全体回复力的[ff6000]207%[-]，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1907400,9,,0.1,0.5,0.5,0.5,77,10,-1,chaobuIcon_icon,"skill_buxue_quanti_9(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2381,神降之回复,505,回复一侧全体回复力的[ff6000]230%[-]，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,78,10,-1,chaobuIcon_icon,"skill_buxue_quanti_10(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2391,复活等级1,550,战斗中复活一对象，并回复约[ff6000]60[-]点生命力，1级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,11,33,-1,qijueIcon_icon,"skill_qijue_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2391,复活等级2,550,战斗中复活一对象，并回复约[ff6000]120[-]点生命力，10级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,11,33,-1,qijueIcon_icon,"skill_qijue_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2391,复活等级3,550,战斗中复活一对象，并回复约[ff6000]180[-]点生命力，20级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,11,33,-1,qijueIcon_icon,"skill_qijue_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2391,复活等级4,550,战斗中复活一对象，并回复约[ff6000]240[-]点生命力，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,76,33,-1,qijueIcon_icon,"skill_qijue_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2391,复活等级5,550,战斗中复活一对象，并回复约[ff6000]300[-]点生命力，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,76,33,-1,qijueIcon_icon,"skill_qijue_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2391,复活等级6,550,战斗中复活一对象，并回复约[ff6000]360[-]点生命力，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,76,33,-1,qijueIcon_icon,"skill_qijue_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2391,复活等级7,550,战斗中复活一对象，并回复约[ff6000]420[-]点生命力，60级可用。并且需要进阶为2转职业等级。,SKT_Active,261600,7,,0.1,0.5,0.5,0.5,77,33,-1,qijueIcon_icon,"skill_qijue_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2391,复活等级8,550,战斗中复活一对象，并回复约[ff6000]480[-]点生命力，70级可用。并且需要进阶为2转职业等级。,SKT_Active,621600,8,,0.1,0.5,0.5,0.5,77,33,-1,qijueIcon_icon,"skill_qijue_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2391,复活等级9,550,战斗中复活一对象，并回复约[ff6000]540[-]点生命力，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1271600,9,,0.1,0.5,0.5,0.5,77,33,-1,qijueIcon_icon,"skill_qijue_9(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2391,复活等级10,550,战斗中复活一对象，并回复约[ff6000]600[-]点生命力，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,78,33,-1,qijueIcon_icon,"skill_qijue_10(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2401,净化术等级1,528,[ff6000]30%[-]机率恢复单体异常状态，20级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,11,27,-1,jiejingIcon_icon,"skill_jiejing_1(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2401,净化术等级2,528,[ff6000]60%[-]机率恢复单体异常状态，20级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,11,27,-1,jiejingIcon_icon,"skill_jiejing_2(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2401,净化术等级3,528,[ff6000]90%[-]机率恢复单体异常状态，20级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,11,27,-1,jiejingIcon_icon,"skill_jiejing_3(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2401,净化术等级4,528,[ff6000]30%[-]机率恢复单体及其周围异常状态，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,76,27,-1,jiejingIcon_icon,"skill_jiejing_4(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2401,净化术等级5,528,[ff6000]60%[-]机率恢复单体及其周围异常状态，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,76,27,-1,jiejingIcon_icon,"skill_jiejing_5(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2401,净化术等级6,528,[ff6000]90%[-]机率恢复单体及其周围异常状态，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,76,27,-1,jiejingIcon_icon,"skill_jiejing_6(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2401,净化术等级7,528,[ff6000]30%[-]机率恢复全体异常状态，60级可用。并且需要进阶为2转职业等级。,SKT_Active,261600,7,,0.1,0.5,0.5,0.5,77,27,-1,jiejingIcon_icon,"skill_jiejing_7(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2401,净化术等级8,528,[ff6000]60%[-]机率恢复全体异常状态，70级可用。并且需要进阶为2转职业等级。,SKT_Active,621600,8,,0.1,0.5,0.5,0.5,77,27,-1,jiejingIcon_icon,"skill_jiejing_8(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2401,净化术等级9,528,[ff6000]90%[-]机率恢复全体异常状态，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1271600,9,,0.1,0.5,0.5,0.5,77,27,-1,jiejingIcon_icon,"skill_jiejing_9(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2401,净化术等级10,528,大于[ff6000]90%[-]机率恢复全体异常状态，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,78,27,-1,jiejingIcon_icon,"skill_jiejing_10(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2411,恢复术等级1,521,单体6行动数内行动时恢复回复×[ff6000]20%[-]的生命力，20级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,11,43,-1,huifuIcon_icon,"skill_huifu_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2411,恢复术等级2,521,单体6行动数内行动时恢复回复×[ff6000]40%[-]的生命力，20级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,11,43,-1,huifuIcon_icon,"skill_huifu_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2411,恢复术等级3,521,单体6行动数内行动时恢复回复×[ff6000]60%[-]的生命力，20级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,11,43,-1,huifuIcon_icon,"skill_huifu_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2411,恢复术等级4,521,单体6行动数内行动时恢复回复×[ff6000]80%[-]的生命力，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,76,43,-1,huifuIcon_icon,"skill_huifu_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2411,恢复术等级5,521,单体6行动数内行动时恢复回复×[ff6000]100%[-]的生命力，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,76,43,-1,huifuIcon_icon,"skill_huifu_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2411,恢复术等级6,521,单体6行动数内行动时恢复回复×[ff6000]120%[-]的生命力，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,76,43,-1,huifuIcon_icon,"skill_huifu_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2411,恢复术等级7,521,单体6行动数内行动时恢复回复×[ff6000]140%[-]的生命力，60级可用。并且需要进阶为2转职业等级。,SKT_Active,261600,7,,0.1,0.5,0.5,0.5,77,43,-1,huifuIcon_icon,"skill_huifu_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2411,恢复术等级8,521,单体6行动数内行动时恢复回复×[ff6000]160%[-]的生命力，70级可用。并且需要进阶为2转职业等级。,SKT_Active,621600,8,,0.1,0.5,0.5,0.5,77,43,-1,huifuIcon_icon,"skill_huifu_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2411,恢复术等级9,521,单体6行动数内行动时恢复回复×[ff6000]180%[-]的生命力，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1271600,9,,0.1,0.5,0.5,0.5,77,43,-1,huifuIcon_icon,"skill_huifu_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2411,恢复术等级10,521,单体6行动数内行动时恢复回复×[ff6000]200%[-]的生命力，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,78,43,-1,huifuIcon_icon,"skill_huifu_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2421,十字恢复术等级1,540,单体及其周围6行动数内行动时恢复回复×[ff6000]12%[-]的生命力，25级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,11,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2421,十字恢复术等级2,540,单体及其周围6行动数内行动时恢复回复×[ff6000]24%[-]的生命力，25级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,11,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2421,十字恢复术等级3,540,单体及其周围6行动数内行动时恢复回复×[ff6000]36%[-]的生命力，25级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,11,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2421,十字恢复术等级4,540,单体及其周围6行动数内行动时恢复回复×[ff6000]48%[-]的生命力，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,76,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2421,十字恢复术等级5,540,单体及其周围6行动数内行动时恢复回复×[ff6000]60%[-]的生命力，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,76,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2421,十字恢复术等级6,540,单体及其周围6行动数内行动时恢复回复×[ff6000]72%[-]的生命力，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,76,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2421,十字恢复术等级7,540,单体及其周围6行动数内行动时恢复回复×[ff6000]84%[-]的生命力，60级可用。并且需要进阶为2转职业等级。,SKT_Active,261600,7,,0.1,0.5,0.5,0.5,77,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2421,十字恢复术等级8,540,单体及其周围6行动数内行动时恢复回复×[ff6000]96%[-]的生命力，70级可用。并且需要进阶为2转职业等级。,SKT_Active,621600,8,,0.1,0.5,0.5,0.5,77,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2421,十字恢复术等级9,540,单体及其周围6行动数内行动时恢复回复×[ff6000]108%[-]的生命力，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1271600,9,,0.1,0.5,0.5,0.5,77,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2421,十字恢复术等级10,540,单体及其周围6行动数内行动时恢复回复×[ff6000]120%[-]的生命力，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,78,43,-1,qianghuiIcon_icon,"skill_huifu_qiangli_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2431,全体恢复术等级1,507,全体6行动数内行动时恢复回复×[ff6000]8%[-]的生命力，30级可用。,SKT_Active,150,1,,0.1,0.5,0.5,0.5,11,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2431,全体恢复术等级2,507,全体6行动数内行动时恢复回复×[ff6000]16%[-]的生命力，30级可用。,SKT_Active,600,2,,0.1,0.5,0.5,0.5,11,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2431,全体恢复术等级3,507,全体6行动数内行动时恢复回复×[ff6000]24%[-]的生命力，30级可用。,SKT_Active,1950,3,,0.1,0.5,0.5,0.5,11,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2431,全体恢复术等级4,507,全体6行动数内行动时恢复回复×[ff6000]32%[-]的生命力，30级可用。,SKT_Active,7950,4,,0.1,0.5,0.5,0.5,76,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2431,全体恢复术等级5,507,全体6行动数内行动时恢复回复×[ff6000]40%[-]的生命力，40级可用。并且需要进阶为1转职业等级。,SKT_Active,30900,5,,0.1,0.5,0.5,0.5,76,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2431,全体恢复术等级6,507,全体6行动数内行动时恢复回复×[ff6000]48%[-]的生命力，50级可用。并且需要进阶为1转职业等级。,SKT_Active,144900,6,,0.1,0.5,0.5,0.5,76,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2431,全体恢复术等级7,507,全体6行动数内行动时恢复回复×[ff6000]56%[-]的生命力，60级可用。并且需要进阶为2转职业等级。,SKT_Active,392400,7,,0.1,0.5,0.5,0.5,77,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2431,全体恢复术等级8,507,全体6行动数内行动时恢复回复×[ff6000]64%[-]的生命力，70级可用。并且需要进阶为2转职业等级。,SKT_Active,932400,8,,0.1,0.5,0.5,0.5,77,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2431,全体恢复术等级9,507,全体6行动数内行动时恢复回复×[ff6000]72%[-]的生命力，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1907400,9,,0.1,0.5,0.5,0.5,77,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2431,全体恢复术等级10,507,全体6行动数内行动时恢复回复×[ff6000]80%[-]的生命力，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,78,43,-1,chaohuiIcon_icon,"skill_huifu_quanti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2441,物理吸收等级1,520,单体[ff6000]2[-]次行动前处于物理攻击吸收1回合状态，15级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,11,40,-1,gongxiIcon_icon,"skill_gongjixishou_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2441,物理吸收等级2,520,单体[ff6000]2~3[-]次行动前处于物理攻击吸收1回合状态，15级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,11,40,-1,gongxiIcon_icon,"skill_gongjixishou_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2441,物理吸收等级3,520,单体[ff6000]2~4[-]次行动前处于物理攻击吸收1回合状态，20级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,11,40,-1,gongxiIcon_icon,"skill_gongjixishou_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2441,物理吸收等级4,520,单体[ff6000]3~4[-]次行动前处于物理攻击吸收1回合状态，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,76,40,-1,gongxiIcon_icon,"skill_gongjixishou_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2441,物理吸收等级5,520,单体[ff6000]3~5[-]次行动前处于物理攻击吸收1回合状态，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,76,40,-1,gongxiIcon_icon,"skill_gongjixishou_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2441,物理吸收等级6,520,单体[ff6000]4~5[-]次行动前处于物理攻击吸收1回合状态，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,76,40,-1,gongxiIcon_icon,"skill_gongjixishou_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2441,物理吸收等级7,520,单体[ff6000]4~6[-]次行动前处于物理攻击吸收1回合状态，60级可用。并且需要进阶为2转职业等级。,SKT_Active,261600,7,,0.1,0.5,0.5,0.5,77,40,-1,gongxiIcon_icon,"skill_gongjixishou_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2441,物理吸收等级8,520,单体[ff6000]5~6[-]次行动前处于物理攻击吸收1回合状态，70级可用。并且需要进阶为2转职业等级。,SKT_Active,621600,8,,0.1,0.5,0.5,0.5,77,40,-1,gongxiIcon_icon,"skill_gongjixishou_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2441,物理吸收等级9,520,单体[ff6000]5~7[-]次行动前处于物理攻击吸收1回合状态，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1271600,9,,0.1,0.5,0.5,0.5,77,40,-1,gongxiIcon_icon,"skill_gongjixishou_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2441,物理克制,520,单体[ff6000]6~8[-]次行动前处于物理攻击吸收1回合状态，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,78,40,-1,gongxiIcon_icon,"skill_gongjixishou_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2451,魔法吸收等级1,536,单体[ff6000]2[-]次行动前处于魔法攻击吸收1回合状态，15级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,11,40,-1,moxiIcon_icon,"skill_mofaxishou_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2451,魔法吸收等级2,536,单体[ff6000]2~3[-]次行动前处于魔法攻击吸收1回合状态，15级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,11,40,-1,moxiIcon_icon,"skill_mofaxishou_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2451,魔法吸收等级3,536,单体[ff6000]2~4[-]次行动前处于魔法攻击吸收1回合状态，20级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,11,40,-1,moxiIcon_icon,"skill_mofaxishou_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2451,魔法吸收等级4,536,单体[ff6000]3~4[-]次行动前处于魔法攻击吸收1回合状态，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,76,40,-1,moxiIcon_icon,"skill_mofaxishou_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2451,魔法吸收等级5,536,单体[ff6000]3~5[-]次行动前处于魔法攻击吸收1回合状态，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,76,40,-1,moxiIcon_icon,"skill_mofaxishou_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2451,魔法吸收等级6,536,单体[ff6000]4~5[-]次行动前处于魔法攻击吸收1回合状态，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,76,40,-1,moxiIcon_icon,"skill_mofaxishou_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
